family,kind,board,members,basis,caveat
L-deadline,implication,Climate and Weather,USCLIMATE | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
L-deadline,implication,Elections,KXRUBIORUN-28 | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
L-deadline,implication,Elections,KXOSSOFFRUN-28 | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
L-deadline,implication,Elections,KXNEWSOMRUN-28 | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
L-deadline,implication,Elections,KXLAIOUT-LCHI | 3 legs,earlier deadline implies later within one event,3 monitorable pairs
L-deadline,implication,Elections,KXKAMALARUN-28 | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
L-deadline,implication,Elections,KXAOCRUN-28 | 4 legs,earlier deadline implies later within one event,6 monitorable pairs
P1-mutex,partition,Elections,KXJOHANNESBURGMAYOR-26DEC31 | 6 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXITALYSENATE-27 | 5 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXITALYDEPUTIES-27 | 5 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXMALAYSIAPARLI-2-27 | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXVICTORIANSTATE-26NOV28 | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXTAIWANLOCAL-26NOV28 | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXCAHOUSEDEM-26NOV03 | 8 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXCAPEVERDEPRES-26NOV15 | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,GOVPARTYLA-27 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXPOLANDSEJM-27 | 5 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXLTGOVGA-26 | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXOHSENGOVCOMBO-26NOV | 4 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXNHSENGOVCOMBO-26NOV | 4 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXNAVAJOPRES-26NOV03 | 16 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXMNSENGOVCOMBO-26NOV | 4 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Elections,KXMISENGOVCOMBO-26NOV | 4 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WYSEN | 10 legs,nested thresholds on one subject: above #k,45 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WYGOV | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WYAL | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WVSEN | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WV02 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WV01 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WIGOV | 5 legs,nested thresholds on one subject: above #m,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI08 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI07 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI06 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI05 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI03 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI02 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WI01 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA10 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA09 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA08 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA07 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA06 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA05 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA03 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA02 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-WA01 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VTGOV | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VTAL | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VASEN | 8 legs,nested thresholds on one subject: above #m,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA11 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA10 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA09 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA08 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA07 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA06 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA05 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA03 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA02 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-VA01 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-UT04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-UT03 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-UT02 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-UT01 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TXSEN | 9 legs,nested thresholds on one subject: above #m,36 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TXGOV | 5 legs,nested thresholds on one subject: above #m,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX38 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX37 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX36 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX35 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX34 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX33 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX32 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX31 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX30 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX29 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX28 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX27 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX26 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX25 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX24 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX23 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX22 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX21 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX20 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX19 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX18 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX17 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX16 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX15 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX14 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX13 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX12 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX11 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX10 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX09 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX08 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX07 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX06 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX05 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX03 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX02 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TX01 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TNSEN | 8 legs,nested thresholds on one subject: above #m,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TNGOV | 5 legs,nested thresholds on one subject: above #m,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN09 | 8 legs,nested thresholds on one subject: above #k,28 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN08 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN07 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN06 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN05 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
L-threshold,implication,Elections,KXMIDTERMVOTETURN-TN04 | 5 legs,nested thresholds on one subject: above #k,10 monitorable pairs
